Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
21952;Place Tony de Graaff;OUI;42;25;17;15;2;OUI;OUI;2020-12-07T13:25:36+01:00;48.8181645,2.2458109;Meudon;
33104;Square Edmond Pépin;OUI;30;27;3;1;2;OUI;OUI;2020-12-07T13:25:24+01:00;48.8836562069,2.40335315466;Le Pré-Saint-Gervais;
10026;Gare de l'Est - Chateau Landon;OUI;59;56;3;3;0;OUI;OUI;2020-12-07T13:24:48+01:00;48.879305,2.362424;Paris;
8011;Clapeyron - Moscou;OUI;15;13;2;2;0;OUI;OUI;2020-12-07T13:23:28+01:00;48.8807881951,2.32481505722;Paris;
19021;Mairie du 19ème;OUI;27;27;0;0;0;OUI;OUI;2020-12-07T13:24:02+01:00;48.8825626425,2.38126248121;Paris;
11031;Jacquard - Ternaux;OUI;39;33;5;5;0;OUI;OUI;2020-12-07T13:25:47+01:00;48.8646605,2.373162;Paris;
17104;Jardin Marguerite Long;OUI;22;19;3;2;1;OUI;OUI;2020-12-07T13:25:19+01:00;48.8816985774,2.28365756571;Paris;
19124;Alexander Fleming - Belvédère;OUI;31;28;3;1;2;OUI;OUI;2020-12-07T13:26:51+01:00;48.881790642,2.40305993776;Paris;
35008;Place de l'Eglise;OUI;30;11;19;18;1;OUI;OUI;2020-12-07T13:26:01+01:00;48.8928094615,2.41243511438;Pantin;
14113;Santé - Arago;OUI;38;36;2;0;2;OUI;OUI;2020-12-07T13:24:48+01:00;48.8350765756,2.3415737262;Paris;
21004;Jean Jaurès - Reine;OUI;31;3;28;25;3;OUI;OUI;2020-12-07T13:25:39+01:00;48.8400962256,2.2398725152;Boulogne-Billancourt;
9036;Athènes - Clichy;OUI;20;16;4;4;0;OUI;OUI;2020-12-07T13:24:50+01:00;48.8781137879,2.32956021946;Paris;
13022;Butte aux Cailles - Esperance;OUI;36;30;2;0;2;OUI;OUI;2020-12-07T13:18:45+01:00;48.8275877419,2.34921511263;Paris;
15019;Paul Barruel - Vaugirard;OUI;39;37;2;2;0;OUI;OUI;2020-12-07T13:25:56+01:00;48.8401491855,2.30443328619;Paris;
20045;Louis Ganne - Davout;OUI;30;19;11;11;0;OUI;OUI;2020-12-07T13:26:28+01:00;48.8633872069,2.409725748;Paris;
12006;Gare de Lyon - Van Gogh;OUI;51;9;40;37;3;OUI;OUI;2020-12-07T13:26:05+01:00;48.8438397856,2.37044502404;Paris;
12127;Tremblay - Lac des Minimes;OUI;48;7;41;26;15;OUI;OUI;2020-12-07T13:23:32+01:00;48.8341312615,2.45475165546;Paris;
15060;Place de la Montagne du Goulet;OUI;21;7;14;12;2;OUI;OUI;2020-12-07T13:26:27+01:00;48.8443415,2.2773844;Paris;
5028;Censier - Jardin des Plantes;OUI;28;9;19;18;1;OUI;OUI;2020-12-07T13:26:32+01:00;48.8410717816,2.35547538847;Paris;
16007;Longchamp - Place d'Iéna;OUI;40;28;12;7;5;OUI;OUI;2020-12-07T13:24:31+01:00;48.8649172334,2.29267481714;Paris;
14016;René Coty - Parc Montsouris;OUI;55;53;3;1;2;OUI;OUI;2020-12-07T13:25:01+01:00;48.824791345,2.33612492681;Paris;
15131;Charles Lecocq - Lecourbe;OUI;30;27;3;0;3;OUI;OUI;2020-12-07T13:22:43+01:00;48.84044,2.294867;Paris;
22012;Madeleine Michelis - Roule;OUI;25;16;9;5;4;OUI;OUI;2020-12-07T13:26:09+01:00;48.882604313,2.27736342698;Neuilly-sur-Seine;
8004;Malesherbes - Place de la Madeleine;OUI;67;2;62;46;16;OUI;OUI;2020-12-07T13:25:46+01:00;48.8704060285,2.32324350981;Paris;
11012;Montreuil - Voltaire;OUI;34;28;6;5;1;OUI;OUI;2020-12-07T13:18:37+01:00;48.8505070118,2.39307555827;Paris;
10152;Gare du Nord - Place de Valenciennes;OUI;25;19;5;2;3;OUI;OUI;2020-12-07T13:21:10+01:00;48.879089,2.354235;Paris;
18142;Jessaint - Marx Dormoy;OUI;30;24;5;2;3;OUI;OUI;2020-12-07T13:25:36+01:00;48.8848454311,2.35893040895;Paris;
13515;Auguste Blanqui - Glacière;OUI;60;55;5;2;3;OUI;OUI;2020-12-07T13:25:51+01:00;48.831151603,2.34382219613;Paris;
20117;Saint-Fargeau - Mortier;OUI;33;33;0;0;0;OUI;OUI;2020-12-07T13:17:13+01:00;48.8726665612,2.40791290998;Paris;
13027;Mazagran - Pierre de Coubertin;OUI;15;14;1;0;1;OUI;OUI;2020-12-07T13:24:04+01:00;48.8162186403,2.34422687441;Paris;
48009;République - Auguste Perret;OUI;30;28;2;0;2;OUI;OUI;2020-12-07T13:26:49+01:00;48.7869528095,2.35185943544;Villejuif;
13039;Ivry - Simone Weil;OUI;18;16;3;1;2;OUI;OUI;2020-12-07T13:26:45+01:00;48.823283932,2.36590951681;Paris;
14125;Dareau - Broussais;OUI;24;22;2;0;2;OUI;OUI;2020-12-07T13:26:48+01:00;48.8307758,2.3361804;Paris;
19025;Botzaris - Crimée;OUI;21;20;1;0;1;OUI;OUI;2020-12-07T13:26:51+01:00;48.8795969869,2.38879133375;Paris;
21009;Le Corbusier - Jean Jaurès;OUI;46;7;39;31;8;OUI;OUI;2020-12-07T13:26:51+01:00;48.8378083056,2.24083811045;Boulogne-Billancourt;
11103;Pelée - Alphonse Baudin;OUI;38;33;4;3;1;OUI;OUI;2020-12-07T13:20:23+01:00;48.8600265,2.3710541;Paris;
31017;Jean Moulin - Paul Doumer;OUI;20;17;3;1;2;OUI;OUI;2020-12-07T13:25:52+01:00;48.8622179855,2.45533436537;Montreuil;
10017;Gare de l'Est - Fidélité;OUI;15;8;6;5;1;OUI;OUI;2020-12-07T13:19:16+01:00;48.874575,2.356796;Paris;
13047;Boutroux - Porte de Vitry;OUI;49;3;46;43;3;OUI;OUI;2020-12-07T13:26:44+01:00;48.822632,2.377738;Paris;
21118;Neuilly - Petit;OUI;16;9;6;3;3;OUI;OUI;2020-12-07T13:23:08+01:00;48.8992880358,2.29669243097;Clichy;
18114;Véron - Lepic;OUI;23;22;1;0;1;OUI;OUI;2020-12-07T13:23:22+01:00;48.885261234,2.33455985785;Paris;
21203;Place Jules Ferry;OUI;28;24;4;1;3;OUI;OUI;2020-12-07T13:26:39+01:00;48.8121079284,2.32583731413;Montrouge;
44103;Pont De Charenton;OUI;18;16;2;2;0;OUI;OUI;2020-12-07T13:20:44+01:00;48.8179685,2.4199531;Saint-Maurice;
5034;Censier - Santeuil;OUI;69;16;53;50;3;OUI;OUI;2020-12-07T13:26:51+01:00;48.8406589214,2.35375240445;Paris;
22403;Pierre Brossolette - Adolphe Pinard;OUI;24;23;1;1;0;OUI;OUI;2020-12-07T13:22:17+01:00;48.8217722795,2.31315582991;Malakoff;
22013;Mairie de Neuilly sur Seine;OUI;31;11;20;13;7;OUI;OUI;2020-12-07T13:26:01+01:00;48.8849472877,2.26770311594;Neuilly-sur-Seine;
13117;Stade Georges Carpentier;OUI;40;39;1;0;1;OUI;OUI;2020-12-07T13:23:16+01:00;48.8204824384,2.36683219671;Paris;
11109;Pierre Levée - Fontaine Timbaud;OUI;23;19;4;3;1;OUI;OUI;2020-12-07T13:20:08+01:00;48.8663272337,2.37111635506;Paris;
22103;Senard - Charles Blum;OUI;24;11;12;5;7;OUI;OUI;2020-12-07T13:25:32+01:00;48.8573158248,2.22109168768;Saint-Cloud;
14101;Gare Montparnasse - Edgar Quinet;OUI;33;31;2;0;2;OUI;OUI;2020-12-07T13:26:48+01:00;48.8414878511,2.32332322828;Paris;
22009;Charles de Gaulle - Orléans;OUI;26;1;23;14;9;OUI;OUI;2020-12-07T13:25:46+01:00;48.880922251,2.27158159018;Neuilly-sur-Seine;
8008;Joseph Sansboeuf - Saint Lazare;OUI;18;2;14;12;2;OUI;OUI;2020-12-07T13:25:04+01:00;48.8753156307,2.32290197164;Paris;
13035;Choisy - Tolbiac;OUI;26;24;2;1;1;OUI;OUI;2020-12-07T13:26:03+01:00;48.8259115559,2.36023932695;Paris;
16009;Saint-Didier - Raymond Poincaré;OUI;17;11;6;3;3;OUI;OUI;2020-12-07T13:23:37+01:00;48.8664231202,2.28586349719;Paris;
8101;Londres - Amsterdam;OUI;23;17;5;3;2;OUI;OUI;2020-12-07T13:26:43+01:00;48.8780344615,2.32648354097;Paris;
21029;Cours de l'Ile Seguin - Parc Billancourt;OUI;29;13;16;14;2;OUI;OUI;2020-12-07T13:25:40+01:00;48.8271405584,2.23423451185;Boulogne-Billancourt;
20047;Cours de Vincennes - Davout;OUI;48;41;7;2;5;OUI;OUI;2020-12-07T13:24:03+01:00;48.84723803,2.41070423362;Paris;
10153;Gare du Nord - Denain;OUI;20;20;0;0;0;OUI;OUI;2020-12-07T13:21:11+01:00;48.8795957876,2.35447257757;Paris;
31101;Jules Guesde - Laennec;OUI;19;11;8;4;4;OUI;OUI;2020-12-07T13:24:23+01:00;48.876289839,2.50069420785;Rosny-sous-Bois;
20039;Belleville - Couronnes;OUI;50;49;1;1;0;OUI;OUI;2020-12-07T13:24:44+01:00;48.8688310829,2.38098621368;Paris;
7024;Rapp - Place du Général Gouraud;OUI;31;4;27;26;1;OUI;OUI;2020-12-07T13:26:38+01:00;48.8581028851,2.30040729046;Paris;
41210;Hôtel de ville de Fontenay-sous-Bois;OUI;20;20;0;0;0;OUI;OUI;2020-12-07T13:23:28+01:00;48.8494974911,2.47501641512;Fontenay-sous-Bois;
17001;Guy Môquet - Saint-Ouen;OUI;53;49;2;1;1;OUI;OUI;2020-12-07T13:25:50+01:00;48.892777719,2.32703357935;Paris;
16115;Raffet - Montmorency;OUI;42;39;3;3;0;OUI;OUI;2020-12-07T13:19:18+01:00;48.8525867081,2.26292524562;Paris;
9016;Choron - Martyrs;OUI;17;12;5;4;1;OUI;OUI;2020-12-07T13:20:22+01:00;48.8778514435,2.33967013657;Paris;
15123;Commerce - Letellier;OUI;44;25;13;11;2;OUI;OUI;2020-12-07T13:25:26+01:00;48.8479766037,2.29662451966;Paris;
22010;Charles de Gaulle - Louis-Philippe;OUI;28;2;26;12;14;OUI;OUI;2020-12-07T13:25:24+01:00;48.8816213111,2.27128300904;Neuilly-sur-Seine;
21307;Victor Cresson - Telles de la Poterie;OUI;31;5;26;20;6;OUI;OUI;2020-12-07T13:25:31+01:00;48.822698843,2.2686498275;Issy-les-Moulineaux;
13021;Boussingault - Tolbiac;OUI;28;24;4;4;0;OUI;OUI;2020-12-07T13:26:17+01:00;48.8260351661,2.342176808;Paris;
13121;Bruneseau - Quai d'Ivry;OUI;48;2;46;43;3;OUI;OUI;2020-12-07T13:24:55+01:00;48.8249456376,2.38856613636;Ivry-sur-Seine;
13020;Paul Klee - Place Augusta Holmes;OUI;43;8;34;27;7;OUI;OUI;2020-12-07T13:26:41+01:00;48.8389464174,2.3704235664;Paris;
17033;Carnot - Général Lanrezac;OUI;33;32;1;0;1;NON;NON;2020-12-07T13:25:31+01:00;48.8754438707,2.2938242935;Paris;
35011;Honoré d'Estienne d'Ovres - Grilles;OUI;18;14;4;2;2;OUI;OUI;2020-12-07T13:26:07+01:00;48.8905639474,2.40648318438;Pantin;
12105;Bercy - Villot;OUI;34;1;33;25;8;OUI;OUI;2020-12-07T13:26:03+01:00;48.841795009,2.37678501848;Paris;
19036;Hôpital Robert Debré;OUI;33;19;13;11;2;OUI;OUI;2020-12-07T13:26:00+01:00;48.880052222,2.40086503463;Paris;
16024;Ranelagh - Maison de la Radio;OUI;22;9;13;9;4;OUI;OUI;2020-12-07T13:25:54+01:00;48.8529360317,2.28044964373;Paris;
35015;Averroès - Aimé Césaire;OUI;19;7;14;4;10;OUI;OUI;2020-12-07T13:23:11+01:00;48.9140532343,2.41263695061;Pantin;
9101;Cadet - La Fayette;OUI;19;5;8;7;1;OUI;OUI;2020-12-07T13:26:14+01:00;48.8756016327,2.34357040375;Paris;
32021;Place du Front Populaire - George Sand;OUI;35;23;11;8;3;OUI;OUI;2020-12-07T13:26:46+01:00;48.906807137,2.36454121499;Saint-Denis;
15043;Brancion - Lefebvre;OUI;11;7;4;3;1;OUI;OUI;2020-12-07T13:22:38+01:00;48.8290022279,2.30143103816;Paris;
10037;Quai de Valmy;OUI;26;24;2;2;0;OUI;OUI;2020-12-07T13:26:43+01:00;48.8812695158,2.36818604171;Paris;
17039;Place Saint-Ferdinand;OUI;38;24;14;7;7;OUI;OUI;2020-12-07T13:24:18+01:00;48.8781552979,2.28851804786;Paris;
13010;Place d'Italie - Vincent Auriol;OUI;40;37;3;1;2;OUI;OUI;2020-12-07T13:26:18+01:00;48.8314818745,2.35675502923;Paris;
20009;Docteurs Déjérine - Pte de Montreuil;OUI;20;16;4;1;3;OUI;OUI;2020-12-07T13:26:38+01:00;48.8539844813,2.41208288897;Paris;
20002;Square de la rue Pixérécourt;OUI;15;15;0;0;0;OUI;OUI;2020-12-07T13:19:32+01:00;48.8736824,2.3960278;Paris;
21031;Cimetière communal;OUI;40;38;2;0;2;OUI;OUI;2020-12-07T13:24:35+01:00;48.830764,2.252024;Boulogne-Billancourt;
5029;Georges Bernanos - Port Royal;OUI;30;27;2;1;1;OUI;OUI;2020-12-07T13:26:29+01:00;48.8401452135,2.33735740185;Paris;
21213;Vanne - Général de Gaulle;OUI;25;25;0;0;0;NON;NON;2020-11-08T22:21:23+01:00;48.815007,2.328318;Montrouge;
12150;Bastille - Quai de la Rapée;OUI;27;8;18;15;3;OUI;OUI;2020-12-07T13:26:28+01:00;48.8468241086,2.36693646759;Paris;
21702;Gare SNCF Vanves-Malakoff;OUI;51;51;0;0;0;OUI;OUI;2020-12-07T13:21:39+01:00;48.8190021638,2.2921500051;Vanves;
10110;Louis Blanc - Jemmapes;OUI;31;27;4;3;1;OUI;OUI;2020-12-07T13:26:44+01:00;48.8793307553,2.36844856292;Paris;
32301;Mairie de Romainville;OUI;17;17;0;0;0;OUI;OUI;2020-12-07T13:22:40+01:00;48.885109,2.435679;Romainville;
15125;Parc Suzanne Lenglen;OUI;52;6;46;40;6;OUI;OUI;2020-12-07T13:25:49+01:00;48.8332506905,2.27654032409;Paris;
22008;Charles de Gaulle - Graviers;OUI;28;19;9;4;5;OUI;OUI;2020-12-07T13:25:27+01:00;48.8831517592,2.26488143206;Neuilly-sur-Seine;
16014;Eylau - Trocadéro;OUI;24;17;7;3;4;OUI;OUI;2020-12-07T13:23:02+01:00;48.8633541224,2.28642091155;Paris;
31025;Paul Signac - Aristide Briand;OUI;35;35;0;0;0;OUI;OUI;2020-12-07T13:24:32+01:00;48.8695026216,2.4502260983;Montreuil;
13048;Wurtz - Tolbiac;OUI;28;26;1;0;1;OUI;OUI;2020-12-07T13:26:44+01:00;48.8263119562,2.34458595514;Paris;
5014;Jean Calvin - Tournefort;OUI;28;1;27;21;6;OUI;OUI;2020-12-07T13:25:44+01:00;48.8415885693,2.34848957509;Paris;
17029;Pierre Demours - Laugier;OUI;37;34;3;1;2;OUI;OUI;2020-12-07T13:26:48+01:00;48.8813072,2.294846;Paris;
32011;Stade de France;OUI;44;27;17;9;8;OUI;OUI;2020-12-07T13:26:30+01:00;48.9191419536,2.36206557602;Saint-Denis;
10004;Metz - Faubourg Saint-Denis;OUI;48;10;37;29;8;OUI;OUI;2020-12-07T13:26:45+01:00;48.870893,2.353521;Paris;
42701;Charles Gide - Fort de Bicêtre;OUI;30;29;1;0;1;OUI;OUI;2020-12-07T13:25:20+01:00;48.8071937957,2.35398441553;Le Kremlin-Bicêtre;
6024;Saint-Germain-des-Prés;OUI;26;3;21;15;6;OUI;OUI;2020-12-07T13:26:23+01:00;48.8541851082,2.33030587435;Paris;
20122;Vitruve - Davout;OUI;23;20;2;0;2;OUI;OUI;2020-12-07T13:23:20+01:00;48.8605316115,2.40915928126;Paris;
9029;Saint-Lazare - Place d'Estienne d'Orves;OUI;39;20;16;12;4;OUI;OUI;2020-12-07T13:23:40+01:00;48.8768345,2.3329067;Paris;
16020;Place de la Porte de Passy;OUI;36;34;1;0;1;OUI;OUI;2020-12-07T13:23:43+01:00;48.8573410955,2.26441655388;Paris;
21316;Cimetière Communal;OUI;24;22;2;0;2;OUI;OUI;2020-12-07T13:26:45+01:00;48.8176997739,2.26093120873;Issy-les-Moulineaux;
13126;Place Nationale - Château-des-Rentiers;OUI;18;16;1;0;1;OUI;OUI;2020-12-07T13:26:47+01:00;48.829566,2.365053;Paris;
21115;Chancé Milly - Cimetière Communal Sud;OUI;32;28;4;2;2;OUI;OUI;2020-12-07T13:20:42+01:00;48.8968718938,2.30392232537;Clichy;
8020;Batignolles - Beudant;OUI;44;36;7;0;7;OUI;OUI;2020-12-07T13:26:02+01:00;48.8821640147,2.31985297054;Paris;
15072;Place Fernand Forest;OUI;33;13;20;19;1;OUI;OUI;2020-12-07T13:26:18+01:00;48.8492691438,2.28186316788;Paris;
13128;Quai de la Gare - Pont de Bercy;NON;0;0;0;0;0;NON;NON;2019-03-19T14:49:19+01:00;48.8373078797,2.37408612606;Paris;
21708;Marcel Yol - Jullien;OUI;30;28;2;1;1;OUI;OUI;2020-12-07T13:26:30+01:00;48.825376118,2.28723501806;Vanves;
15023;La Motte-Picquet - Grenelle;OUI;34;17;17;10;7;OUI;OUI;2020-12-07T13:22:32+01:00;48.8485832134,2.2993478179;Paris;
7111;Ecole Militaire - Place Joffre;OUI;26;4;20;18;2;OUI;OUI;2020-12-07T13:26:23+01:00;48.8520602036,2.30179935694;Paris;
18027;Damrémont - Ordener;OUI;30;24;4;2;2;OUI;OUI;2020-12-07T13:23:20+01:00;48.893400393,2.33626652391;Paris;
4111;Hôtel de Ville - Pont d'Arcole;OUI;20;2;16;14;2;OUI;OUI;2020-12-07T13:26:08+01:00;48.8558764518,2.35089216381;Paris;
4001;Arcole - Notre-Dame;OUI;31;3;25;21;4;OUI;OUI;2020-12-07T13:26:44+01:00;48.8538835413,2.3493797332;Paris;
42304;Marc Sangnier - Division Leclerc;OUI;24;6;17;7;10;OUI;OUI;2020-12-07T13:25:44+01:00;48.7859965231,2.3299555108;Cachan;
15103;Cauchy - Cévennes;OUI;51;12;39;36;3;OUI;OUI;2020-12-07T13:26:24+01:00;48.843372571,2.27513283491;Paris;
15052;Convention - Vaugirard;OUI;48;45;3;2;1;OUI;OUI;2020-12-07T13:26:07+01:00;48.8376768223,2.29558692602;Paris;
23003;Président Wilson - Baudin;OUI;28;24;4;3;1;OUI;OUI;2020-12-07T13:25:12+01:00;48.898268871,2.28493362665;Levallois-Perret;
31021;Résistance - Hoche;OUI;30;29;1;0;1;OUI;OUI;2020-12-07T13:18:23+01:00;48.8642734237,2.43578441441;Montreuil;
4016;Lobau - Hôtel de Ville;OUI;60;1;59;46;13;OUI;OUI;2020-12-07T13:26:20+01:00;48.8562118,2.3532536;Paris;
44002;Paul Vaillant-Couturier - Gare RER;OUI;26;2;22;10;12;OUI;OUI;2020-12-07T13:26:34+01:00;48.8010815907,2.40209721029;Vitry-sur-Seine;
14131;Jourdan - Monticelli;OUI;30;27;3;1;2;OUI;OUI;2020-12-07T13:23:01+01:00;48.822032,2.329095;Paris;
21030;Fessart - Château;OUI;20;0;20;13;7;OUI;OUI;2020-12-07T13:23:37+01:00;48.84245,2.23989;Boulogne-Billancourt;
44007;Camille Groult - Guy Môquet;OUI;22;6;15;14;1;OUI;OUI;2020-12-07T13:25:41+01:00;48.7874827465,2.39767257124;Vitry-sur-Seine;
10012;Vinaigriers - Magenta;OUI;25;23;2;1;1;OUI;OUI;2020-12-07T13:26:43+01:00;48.8731167,2.3593052;Paris;
42209;Place de l'Europe;OUI;17;6;11;9;2;OUI;OUI;2020-12-07T13:19:31+01:00;48.8252985884,2.39456791431;Charenton-le-Pont;
5107;Pontoise - La Tournelle;OUI;23;10;13;13;0;OUI;OUI;2020-12-07T13:25:24+01:00;48.8504580092,2.35245427549;Paris;
6008;Assas - Luxembourg;OUI;33;18;14;8;6;OUI;OUI;2020-12-07T13:24:48+01:00;48.8437344688,2.33342838188;Paris;
22604;Hôtel de Ville de Fontenay-aux-Roses;OUI;34;29;5;1;4;OUI;OUI;2020-12-07T13:25:27+01:00;48.7908446035,2.28714559303;Fontenay-aux-Roses;
14010;Jean Moulin - Place Victor et Hélène Basch;OUI;41;37;4;0;4;OUI;OUI;2020-12-07T13:25:47+01:00;48.8276491024,2.32619673014;Paris;
16101;Malakoff - Place de la Porte Maillot;OUI;31;19;10;6;4;OUI;OUI;2020-12-07T13:24:50+01:00;48.8767334966,2.28345774114;Paris;
13109;Brillat-Savarin - Küss;OUI;21;21;0;0;0;OUI;OUI;2020-12-07T13:19:34+01:00;48.822203,2.350422;Paris;
42305;Vanne - Saussaies;OUI;20;19;1;0;1;OUI;OUI;2020-12-07T13:17:31+01:00;48.786404,2.338848;Cachan;
4002;Marché aux fleurs;OUI;23;1;19;13;6;OUI;OUI;2020-12-07T13:26:49+01:00;48.8552581154,2.34737545252;Paris;
19034;Porte de Pantin - Petits Ponts;OUI;52;48;0;0;0;NON;NON;2019-06-06T09:56:04+02:00;48.8904108624,2.39819392562;Paris;
21204;Estienne d'Orves - Henri Ginoux;OUI;31;28;3;2;1;OUI;OUI;2020-12-07T13:16:57+01:00;48.8153882204,2.32088679076;Montrouge;
11032;Jean-Pierre Timbaud - Vaucouleurs;OUI;47;47;0;0;0;NON;NON;2020-11-12T23:33:21+01:00;48.867937,2.377885;Paris;
35007;Benjamin Delessert - Jean Lolive;OUI;21;18;2;0;2;OUI;OUI;2020-12-07T13:26:04+01:00;48.8939204362,2.41798192263;Pantin;
16003;André Maurois - Joseph et Marie Hackin;OUI;29;22;7;2;5;OUI;OUI;2020-12-07T13:25:08+01:00;48.8778983,2.2789591;Paris;
22206;Louis Pasteur - Albert Petit;OUI;31;27;4;2;2;OUI;OUI;2020-12-07T13:21:19+01:00;48.796261,2.317289;Bagneux;
21028;Pierre Lefaucheux - Traversière;OUI;35;26;9;8;1;OUI;OUI;2020-12-07T13:23:23+01:00;48.824352083,2.24179130048;Boulogne-Billancourt;
17003;Jacques Kellner - Saint-Ouen;OUI;45;37;7;6;1;OUI;OUI;2020-12-07T13:25:12+01:00;48.8958094858,2.32789740916;Paris;
42003;Place de l'Insurrection d'Août 1944;OUI;30;26;4;2;2;OUI;OUI;2020-12-07T13:19:25+01:00;48.8147785275,2.39807456732;Ivry-sur-Seine;
15064;Javel - André Citroën;OUI;45;0;45;41;4;OUI;OUI;2020-12-07T13:26:17+01:00;48.8462764855,2.27863680571;Paris;
20007;Buzenval - Avron;OUI;50;47;3;1;2;OUI;OUI;2020-12-07T13:24:03+01:00;48.851617205,2.40151359731;Paris;
15030;Emeriau - Beaugrenelle;OUI;74;15;57;49;8;OUI;OUI;2020-12-07T13:25:11+01:00;48.8479124971,2.28430598974;Paris;
10018;Square Alban Satragne;OUI;30;25;4;4;0;OUI;OUI;2020-12-07T13:24:07+01:00;48.8753405484,2.35588476062;Paris;
16011;Victor Hugo - La Pompe;OUI;41;37;4;1;3;OUI;OUI;2020-12-07T13:25:39+01:00;48.8679522247,2.28146318346;Paris;
42004;Westermeyer - Paul Vaillant-Couturier;OUI;25;3;22;19;3;OUI;OUI;2020-12-07T13:22:36+01:00;48.8191161816,2.39666372538;Ivry-sur-Seine;
47001;Place de la Gare;OUI;46;36;10;6;4;OUI;OUI;2020-12-07T13:24:00+01:00;48.8025335801,2.42750376463;Maisons-Alfort;
21219;Amaury Duval - Gabriel Péri;OUI;36;34;2;1;1;OUI;OUI;2020-12-07T13:24:39+01:00;48.8171875967,2.32384175062;Montrouge;
31007;Paris - Désiré Préaux;OUI;49;42;6;2;4;OUI;OUI;2020-12-07T13:26:44+01:00;48.8574287669,2.43230491877;Montreuil;
16030;Place de Barcelone - Mirabeau;OUI;55;27;27;24;3;OUI;OUI;2020-12-07T13:25:54+01:00;48.8476230274,2.27356642485;Paris;
41101;Paul Doumer - Stalingrad;OUI;24;2;22;14;8;OUI;OUI;2020-12-07T13:25:10+01:00;48.8065189922,2.33688801527;Arcueil;
13011;Hôpital - Campo-Formio;OUI;16;14;2;1;1;OUI;OUI;2020-12-07T13:26:18+01:00;48.835405,2.358218;Paris;
27004;Gare de la Garenne-Colombes;OUI;28;25;3;2;1;OUI;OUI;2020-12-07T13:19:59+01:00;48.909752,2.239145;Colombes;
8549;George V - Christophe Colomb;OUI;24;0;22;15;7;OUI;OUI;2020-12-07T13:26:42+01:00;48.87046,2.30104;Paris;
43010;La Jarry - Place Diderot;OUI;25;24;1;0;1;OUI;OUI;2020-12-07T13:25:46+01:00;48.8497269404,2.45201379061;Vincennes;
13033;Porte d'Italie;OUI;13;13;0;0;0;OUI;OUI;2020-12-07T13:21:22+01:00;48.8171619877,2.36023630947;Paris;
15004;Vaugirard - Pasteur;OUI;21;11;10;6;4;OUI;OUI;2020-12-07T13:26:30+01:00;48.840408688,2.3154367134;Paris;
20108;Jardin de l'Hospice Debrousse;OUI;23;23;0;0;0;OUI;OUI;2020-12-07T13:21:13+01:00;48.8614510619,2.40568600595;Paris;
23010;Voltaire - Anatole France;OUI;27;20;7;3;4;OUI;OUI;2020-12-07T13:25:01+01:00;48.8919993603,2.28426273912;Levallois-Perret;
11038;Temple - Charlot;OUI;45;22;22;18;4;OUI;OUI;2020-12-07T13:25:46+01:00;48.8657093438,2.36527372507;Paris;
15057;Lucien Bossoutrot - Général Martial Vallin;OUI;39;2;36;27;9;OUI;OUI;2020-12-07T13:26:25+01:00;48.8369560463,2.27410722524;Paris;
12043;Daumesnil - Hébrard;OUI;40;17;22;18;4;OUI;OUI;2020-12-07T13:25:50+01:00;48.8429,2.38474;Paris;
44009;Gare RER les Ardoines;NON;49;49;0;0;0;NON;NON;2019-05-17T09:28:29+02:00;48.7838563635,2.40790937175;Vitry-sur-Seine;
17015;Place de Lévis;OUI;48;47;1;1;0;OUI;OUI;2020-12-07T13:21:19+01:00;48.8835468515,2.31319338083;Paris;
11017;Charonne - Bureau;OUI;47;43;4;2;2;OUI;OUI;2020-12-07T13:24:40+01:00;48.854176,2.396093;Paris;
4003;Quai aux Fleurs - Pont Saint-Louis;OUI;21;4;15;15;0;OUI;OUI;2020-12-07T13:26:36+01:00;48.8529159562,2.35219571739;Paris;
6027;Blaise-Desgoffe - Vaugirard;OUI;32;22;9;8;1;OUI;OUI;2020-12-07T13:26:17+01:00;48.8461288777,2.32426721603;Paris;
22501;Théâtre;OUI;20;13;6;2;4;OUI;OUI;2020-12-07T13:23:05+01:00;48.9057683093,2.23539210223;La Garenne-Colombes;
9004;Gérando - Rochechouart;OUI;21;19;2;2;0;OUI;OUI;2020-12-07T13:21:13+01:00;48.8829434084,2.34648462385;Paris;
11021;Charonne - Pierre Bayle;OUI;23;23;0;0;0;OUI;OUI;2020-12-07T13:26:49+01:00;48.8584450543,2.39039812239;Paris;
9027;Douai - Pierre Fontaine;OUI;25;25;0;0;0;OUI;OUI;2020-12-07T13:25:35+01:00;48.8822910115,2.33324121684;Paris;
17023;Porte d'Asnières;OUI;36;31;5;3;2;OUI;OUI;2020-12-07T13:26:28+01:00;48.8903581761,2.30362862349;Paris;
41205;Maréchal Joffre - Verdun;OUI;20;19;1;0;1;OUI;OUI;2020-12-07T13:21:30+01:00;48.85385,2.470307;Fontenay-sous-Bois;
19108;Gaston Tessier - Rosa Parks RER;OUI;37;34;3;1;2;OUI;OUI;2020-12-07T13:25:17+01:00;48.8963765,2.3743692;Paris;
9024;Taitbout - La Fayette;OUI;53;11;41;30;11;OUI;OUI;2020-12-07T13:26:01+01:00;48.8733298892,2.33526259661;Paris;
