Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
18141;Clignancourt - Sofia;OUI;19;18;1;0;1;OUI;OUI;2020-12-07T13:25:15+01:00;48.8851199231,2.34719488842;Paris;
33003;Bordier - Félix Faure;OUI;48;47;1;0;1;OUI;OUI;2020-12-07T13:26:09+01:00;48.9039075188,2.38300591707;Aubervilliers;
23001;Paul Vaillant Couturier - Chaptal;OUI;39;3;36;22;14;OUI;OUI;2020-12-07T13:23:19+01:00;48.8934795762,2.27752536535;Levallois-Perret;
33009;Félix Faure - Sadi Carnot;OUI;33;31;3;3;0;OUI;OUI;2020-12-07T13:23:49+01:00;48.9081211023,2.37862318754;Aubervilliers;
11102;Alexandre Dumas - Voltaire;OUI;59;54;2;1;1;OUI;OUI;2020-12-07T13:22:31+01:00;48.8528886704,2.38914764081;Paris;
5021;Jussieu - Fossés Saint-Bernard;OUI;39;3;35;34;1;OUI;OUI;2020-12-07T13:24:53+01:00;48.84718551,2.35348585993;Paris;
19004;Quai de la Loire - Jean Jaurès;OUI;16;12;3;2;1;OUI;OUI;2020-12-07T13:26:45+01:00;48.8833973385,2.37107452298;Paris;
22505;Mairie de La Garenne Colombes;OUI;22;20;2;1;1;OUI;OUI;2020-12-07T13:25:56+01:00;48.9066382347,2.24679596722;La Garenne-Colombes;
16124;Route de Sèvres - Porte de Bagatelle;OUI;66;12;53;50;3;OUI;OUI;2020-12-07T13:25:23+01:00;48.8752598413,2.24941581488;Paris;
19115;Porte de la Villette;OUI;27;15;12;10;2;OUI;OUI;2020-12-07T13:24:43+01:00;48.8983519655,2.38615013659;Paris;
20043;Charonne - Avron;OUI;27;26;1;1;0;OUI;OUI;2020-12-07T13:24:09+01:00;48.8516026652,2.39840304704;Paris;
32010;Place aux Étoiles;OUI;40;34;6;2;4;OUI;OUI;2020-12-07T13:20:09+01:00;48.9183562941,2.35234256834;Saint-Denis;
25005;18 juin 1940 - Buzenval;OUI;25;23;2;2;0;OUI;OUI;2020-12-07T13:23:22+01:00;48.868807,2.185428;Rueil-Malmaison;
15122;Place Charles Vallin;OUI;26;26;0;0;0;OUI;OUI;2020-12-07T13:26:25+01:00;48.835523812,2.30259865522;Paris;
13045;Jean Colly - Tolbiac;OUI;36;25;11;4;7;OUI;OUI;2020-12-07T13:26:45+01:00;48.8278172916,2.37054906785;Paris;
7009;Assemblée Nationale;OUI;63;4;59;52;7;OUI;OUI;2020-12-07T13:25:54+01:00;48.8614110147,2.32012141852;Paris;
14034;Ouest - Château;OUI;23;23;0;0;0;OUI;OUI;2020-12-07T13:26:10+01:00;48.8361728601,2.31939214392;Paris;
17042;Porte Maillot - Pereire;OUI;52;41;10;6;4;OUI;OUI;2020-12-07T13:24:25+01:00;48.877775,2.284444;Paris;
16018;Flandrin - Henri Martin;OUI;18;16;2;1;1;OUI;OUI;2020-12-07T13:23:31+01:00;48.8643275,2.2724174;Paris;
15033;Place Violet;OUI;30;15;15;12;3;OUI;OUI;2020-12-07T13:24:06+01:00;48.8448789384,2.29057565331;Paris;
15010;Square Cambronne;OUI;59;31;25;15;10;OUI;OUI;2020-12-07T13:24:40+01:00;48.8475665453,2.30256915092;Paris;
8033;Commandant Rivière;OUI;27;0;27;22;5;OUI;OUI;2020-12-07T13:25:18+01:00;48.872933,2.309796;Paris;
12034;Pirogues de Bercy - Libourne;OUI;49;30;19;13;6;OUI;OUI;2020-12-07T13:26:39+01:00;48.832308,2.38637;Paris;
42707;Place Jean-Baptiste Clément;OUI;25;23;2;1;1;OUI;OUI;2020-12-07T13:25:37+01:00;48.8124046687,2.36170917749;Le Kremlin-Bicêtre;
33019;Madeleine Vionnet;OUI;34;5;29;21;8;OUI;OUI;2020-12-07T13:26:07+01:00;48.9025190741,2.37408958375;Aubervilliers;
16140;Longchamp - Suresnes;NON;0;0;0;0;0;NON;NON;2019-10-10T10:57:21+02:00;48.8630082862,2.24082814273;Paris;
16034;Porte d'Auteuil;OUI;33;23;9;8;1;OUI;OUI;2020-12-07T13:17:14+01:00;48.8479394142,2.26083967835;Paris;
14019;Sarrette - Général Leclerc;OUI;22;20;2;1;1;OUI;OUI;2020-12-07T13:25:36+01:00;48.8250308529,2.3264128694;Paris;
20132;Réunion - Avron;OUI;26;19;6;2;4;OUI;OUI;2020-12-07T13:25:14+01:00;48.852566752,2.40392806871;Paris;
12029;Dugommier;OUI;55;40;10;8;2;OUI;OUI;2020-12-07T13:26:23+01:00;48.8388110488,2.38965779543;Paris;
20119;Square des Saint-Simoniens;OUI;25;25;0;0;0;OUI;OUI;2020-12-07T13:26:38+01:00;48.8701796,2.3967273;Paris;
13014;Gare d'Austerlitz;OUI;14;6;8;6;2;OUI;OUI;2020-12-07T13:24:34+01:00;48.842524,2.364044;Paris;
12030;Charenton - Wattignies;OUI;33;20;13;9;4;OUI;OUI;2020-12-07T13:25:12+01:00;48.8366757964,2.39179585556;Paris;
5114;Claude Bernard - Arbalète;OUI;17;1;16;13;3;OUI;OUI;2020-12-07T13:24:58+01:00;48.8397667698,2.34751090407;Paris;
35009;Jean Lolive - Parc Stalingrad;OUI;23;16;7;3;4;OUI;OUI;2020-12-07T13:22:40+01:00;48.892061744,2.40917354822;Pantin;
19019;Petit - Manin;OUI;22;17;5;5;0;OUI;OUI;2020-12-07T13:24:14+01:00;48.8865068753,2.39381554013;Paris;
31705;Champeaux - Gallieni;OUI;50;47;3;3;0;OUI;OUI;2020-12-07T13:26:06+01:00;48.8644591347,2.41617780179;Bagnolet;
21403;Gare de Clamart;OUI;14;14;0;0;0;OUI;OUI;2020-12-07T13:19:17+01:00;48.813835356,2.27227896452;Clamart;
27002;Parc Pierre Lagravère;OUI;30;3;27;16;11;OUI;OUI;2020-12-07T13:24:05+01:00;48.9265048813,2.23906967849;Colombes;
42207;Place des Marseillais;OUI;37;31;6;3;3;OUI;OUI;2020-12-07T13:23:02+01:00;48.8266390725,2.40592807531;Charenton-le-Pont;
20120;Evariste Galois;OUI;30;29;1;1;0;OUI;OUI;2020-12-07T13:24:26+01:00;48.8730875373,2.41333801299;Paris;
20036;Ménilmontant - Pelleport;OUI;19;17;1;0;1;OUI;OUI;2020-12-07T13:24:31+01:00;48.8706826338,2.39895960233;Paris;
15126;Ernest Renan - Parc des Expositions;OUI;50;39;10;10;0;OUI;OUI;2020-12-07T13:26:47+01:00;48.8308975701,2.2853584215;Paris;
92003;Chanzy - Sud-Est;OUI;25;17;8;3;5;OUI;OUI;2020-12-07T13:21:17+01:00;48.8889120377,2.19563215971;Nanterre;
14001;Edgar Quinet - Gaité;OUI;27;24;2;0;2;OUI;OUI;2020-12-07T13:26:11+01:00;48.841160929,2.32459545135;Paris;
5119;Jussieu - Guy de la Brosse;OUI;40;6;34;32;2;OUI;OUI;2020-12-07T13:26:01+01:00;48.845665,2.355653;Paris;
31012;Place Carnot;OUI;25;25;0;0;0;OUI;OUI;2020-12-07T13:23:32+01:00;48.8559393219,2.44153171778;Montreuil;
8055;Courcelles - Place des Ternes;OUI;31;23;7;5;2;OUI;OUI;2020-12-07T13:24:08+01:00;48.8781999289,2.29928601887;Paris;
12126;Gravelle - Route du Bac;OUI;51;47;3;2;1;OUI;OUI;2020-12-07T13:25:50+01:00;48.824407,2.418455;Paris;
8002;Gare Saint-Lazare - Cour du Havre;OUI;45;1;42;28;14;OUI;OUI;2020-12-07T13:26:21+01:00;48.8756744009,2.32655983418;Paris;
16129;Ceinture du Lac Inferieure - Saint-Cloud;OUI;42;41;1;0;1;OUI;OUI;2020-12-07T13:26:36+01:00;48.8621807093,2.26178716868;Paris;
33001;Victor Hugo - Magasins Généraux;OUI;34;19;15;6;9;OUI;OUI;2020-12-07T13:21:49+01:00;48.9032814011,2.36807238311;Aubervilliers;
35019;Anatole France - Jean Lolive;OUI;28;19;7;5;2;OUI;OUI;2020-12-07T13:24:57+01:00;48.8949922,2.4253764;Pantin;
21109;Guichet - Jean Jaurès;OUI;28;27;1;0;1;OUI;OUI;2020-12-07T13:25:19+01:00;48.9051698681,2.3023840785;Clichy;
14104;Boyer-Barret - Raymond Losserand;OUI;23;23;0;0;0;OUI;OUI;2020-12-07T13:26:35+01:00;48.8332988023,2.31733839959;Paris;
23701;Parvis Robert Schuman - Roger Salengro;OUI;24;23;1;1;0;OUI;OUI;2020-12-07T13:21:55+01:00;48.8126574706,2.19217512757;Chaville;
20113;Piat - Parc de Belleville;OUI;21;20;1;0;1;OUI;OUI;2020-12-07T13:22:36+01:00;48.8719562664,2.38498139028;Paris;
21502;Verdun - Place Henri IV;OUI;26;2;24;20;4;OUI;OUI;2020-12-07T13:26:10+01:00;48.8707973756,2.22770031542;Suresnes;
41604;Lagny - Joffre;OUI;31;15;16;14;2;OUI;OUI;2020-12-07T13:26:05+01:00;48.8493068708,2.41794973612;Saint-Mandé;
10001;René Boulanger - Lancry;OUI;62;51;11;5;6;OUI;OUI;2020-12-07T13:24:30+01:00;48.8685433,2.3600032;Paris;
14018;Porte d'Orléans;OUI;48;47;1;1;0;OUI;OUI;2020-12-07T13:20:03+01:00;48.8227639,2.3249313;Paris;
42023;Place Léon Gambetta;OUI;26;5;21;19;2;OUI;OUI;2020-12-07T13:26:21+01:00;48.8146125024,2.40292936563;Ivry-sur-Seine;
15017;Place Falguière;OUI;23;19;4;1;3;OUI;OUI;2020-12-07T13:25:14+01:00;48.8362997394,2.31044646353;Paris;
5116;Place Valhubert;OUI;37;7;29;25;4;OUI;OUI;2020-12-07T13:23:25+01:00;48.8441825773,2.36403666437;Paris;
43006;Vignerons - Minimes;OUI;29;26;3;2;1;OUI;OUI;2020-12-07T13:22:48+01:00;48.841486,2.430793;Vincennes;
17018;Parc Monceau;OUI;18;8;10;6;4;OUI;OUI;2020-12-07T13:24:54+01:00;48.8810779141,2.30954926461;Paris;
15029;Emeriau - Place de Brazzaville;OUI;51;7;43;42;1;OUI;OUI;2020-12-07T13:25:16+01:00;48.8507852617,2.28715851903;Paris;
13104;Gare d'Austerlitz - Quai Saint-Bernard;OUI;27;0;27;26;1;OUI;OUI;2020-12-07T13:26:22+01:00;48.8436903086,2.36571639776;Paris;
31702;Pierre et Marie Curie - Julien Grimau;OUI;18;15;3;2;1;OUI;OUI;2020-12-07T13:24:49+01:00;48.8707140149,2.4240970239;Bagnolet;
5002;Sommerard - Saint-Jacques;OUI;34;1;33;28;5;OUI;OUI;2020-12-07T13:25:33+01:00;48.8503104329,2.3450158353;Paris;
18005;Tardieu - Chappe;OUI;18;16;1;0;1;OUI;OUI;2020-12-07T13:24:17+01:00;48.8841467598,2.34184540808;Paris;
12024;Gare de Bercy;OUI;35;26;10;7;3;OUI;OUI;2020-12-07T13:21:39+01:00;48.8397945739,2.38260660321;Paris;
10005;Petites Ecuries - Faubourg Poissonnière;OUI;18;2;16;11;5;OUI;OUI;2020-12-07T13:24:47+01:00;48.8739721724,2.3483887575;Paris;
18045;Pierre Ginier - Clichy;OUI;16;15;1;1;0;OUI;OUI;2020-12-07T13:22:46+01:00;48.8867667,2.326228;Paris;
5026;Pascal - Claude Bernard;OUI;49;21;27;24;3;OUI;OUI;2020-12-07T13:26:46+01:00;48.8390619522,2.34997820109;Paris;
8012;Batignolles - Place de Clichy;OUI;47;47;0;0;0;OUI;OUI;2020-12-07T13:25:42+01:00;48.8834745358,2.32649311423;Paris;
21013;Pierre Grenier - Pont de Billancourt;OUI;21;17;4;4;0;OUI;OUI;2020-12-07T13:23:41+01:00;48.8258020743,2.2487989068;Boulogne-Billancourt;
18020;Francoeur - Marcadet;OUI;20;16;4;1;3;OUI;OUI;2020-12-07T13:21:58+01:00;48.8910412326,2.34001458544;Paris;
23011;Bineau - Louise Michel;OUI;25;6;19;12;7;OUI;OUI;2020-12-07T13:26:44+01:00;48.8866616221,2.28432744741;Levallois-Perret;
20136;Henri Chevreau - Couronnes;OUI;27;25;2;0;2;OUI;OUI;2020-12-07T13:24:38+01:00;48.8703320531,2.3887776956;Paris;
21111;Professeur René Leriche - Général Leclerc;OUI;50;30;20;11;9;OUI;OUI;2020-12-07T13:24:21+01:00;48.9078284548,2.3078879714;Clichy;
92004;Université;OUI;20;13;7;6;1;OUI;OUI;2020-12-07T13:25:33+01:00;48.901365,2.212693;Nanterre;
21308;Bara - Henri Farman;OUI;36;4;32;31;1;OUI;OUI;2020-12-07T13:26:29+01:00;48.8332180275,2.26775676012;Issy-les-Moulineaux;
8102;Lamennais - Washington;OUI;26;0;25;16;9;OUI;OUI;2020-12-07T13:26:30+01:00;48.8735299003,2.30344489217;Paris;
7006;Quai Voltaire;OUI;32;4;27;25;2;OUI;OUI;2020-12-07T13:26:20+01:00;48.8589429862,2.33141820471;Paris;
16006;Lauriston - Copernic;OUI;19;18;1;1;0;OUI;OUI;2020-12-07T13:24:54+01:00;48.86926,2.289918;Paris;
17007;Navier - Epinettes;OUI;36;32;4;0;4;OUI;OUI;2020-12-07T13:21:13+01:00;48.8958778077,2.32267767191;Paris;
32012;Carrefour Pleyel;OUI;36;10;25;18;7;OUI;OUI;2020-12-07T13:21:05+01:00;48.9203415696,2.34385438263;Saint-Denis;
11114;Ledru-Rollin - Charonne;OUI;32;9;21;15;6;OUI;OUI;2020-12-07T13:26:49+01:00;48.8534585561,2.37724635819;Paris;
20040;Parc de Belleville - Julien Lacroix;OUI;26;26;0;0;0;OUI;OUI;2020-12-07T13:25:14+01:00;48.8703459,2.3842214;Paris;
42503;Vladimir Ilitch Lénine - Andrée Chedid;OUI;31;30;1;1;0;OUI;OUI;2020-12-07T13:26:14+01:00;48.8131995,2.33214586973;Arcueil;
17050;Batignolles - Abel Truchet;OUI;28;25;2;1;1;OUI;OUI;2020-12-07T13:26:39+01:00;48.8831039046,2.32383474909;Paris;
21105;Morice - Général Leclerc;OUI;25;24;1;0;1;OUI;OUI;2020-12-07T13:26:47+01:00;48.9024547198,2.31289297342;Clichy;
12011;Charenton - Place du Col Bourgoin;OUI;35;7;29;21;8;OUI;OUI;2020-12-07T13:26:51+01:00;48.8448673196,2.38257893505;Paris;
13102;Pitié-Salpêtrière;OUI;51;11;39;21;18;OUI;OUI;2020-12-07T13:25:24+01:00;48.8374881032,2.36521381885;Paris;
10015;Lucien Sampaix - Récollets;OUI;46;43;3;3;0;OUI;OUI;2020-12-07T13:26:14+01:00;48.8743303776,2.36212290823;Paris;
41207;Place du Général de Gaulle;OUI;28;8;20;2;18;OUI;OUI;2020-12-07T13:24:58+01:00;48.8525288,2.4877332;Fontenay-sous-Bois;
10023;Gare de l'Est - Verdun;OUI;14;9;4;1;3;OUI;OUI;2020-12-07T13:23:39+01:00;48.8761560543,2.36091490832;Paris;
13043;Dunois - Clisson;OUI;51;42;9;8;1;OUI;OUI;2020-12-07T13:20:20+01:00;48.832294,2.3674523;Paris;
13026;Place Jean Delay;OUI;35;32;3;1;2;OUI;OUI;2020-12-07T13:21:26+01:00;48.823316,2.354336;Paris;
6018;Michelet - Assas;OUI;18;16;2;1;1;OUI;OUI;2020-12-07T13:24:25+01:00;48.8427415028,2.3350211978;Paris;
23002;Pont de Levallois-bécon;OUI;50;37;12;6;6;OUI;OUI;2020-12-07T13:26:27+01:00;48.8984179,2.2791311;Levallois-Perret;
12032;Porte Dorée;OUI;36;22;14;3;11;OUI;OUI;2020-12-07T13:26:52+01:00;48.8354337,2.4077132;Paris;
14139;Pierre Larousse - Raymond Losserand;OUI;30;26;3;2;1;OUI;OUI;2020-12-07T13:23:33+01:00;48.8305956423,2.31191832572;Paris;
21032;Sèvres-Gallieni;OUI;27;4;23;18;5;OUI;OUI;2020-12-07T13:26:52+01:00;48.837809409,2.22815193236;Boulogne-Billancourt;
11101;Charles Delescluze;OUI;49;40;6;5;1;OUI;OUI;2020-12-07T13:24:33+01:00;48.8524220085,2.38063249737;Paris;
20109;Haxo - Surmelin;OUI;21;20;1;0;1;OUI;OUI;2020-12-07T13:25:06+01:00;48.8694370761,2.40539657538;Paris;
15055;Vasco de Gama;OUI;54;2;52;44;8;OUI;OUI;2020-12-07T13:25:14+01:00;48.8367178347,2.28366408565;Paris;
18032;Porte de Clignancourt;OUI;56;43;12;10;2;OUI;OUI;2020-12-07T13:25:44+01:00;48.897488,2.343996;Paris;
14130;Jonquoy - Didot;OUI;31;28;3;0;3;OUI;OUI;2020-12-07T13:19:33+01:00;48.8289045482,2.31648076326;Paris;
13016;Primo Levi - Frigos;OUI;34;1;34;28;6;OUI;OUI;2020-12-07T13:26:07+01:00;48.8309484485,2.37965351593;Paris;
17017;Gare de Pont-Cardinet;OUI;34;27;6;6;0;OUI;OUI;2020-12-07T13:19:39+01:00;48.8871390148,2.31449414399;Paris;
6103;Mézières - Rennes;OUI;55;3;51;46;5;OUI;OUI;2020-12-07T13:26:46+01:00;48.8502345932,2.33038198203;Paris;
21019;Edouard Vaillant - Paul-Adolphe Souriau;OUI;28;11;17;10;7;OUI;OUI;2020-12-07T13:25:27+01:00;48.8348458588,2.24794596434;Boulogne-Billancourt;
32014;Place du Cornillon - Stade de France;OUI;34;29;5;3;2;OUI;OUI;2020-12-07T13:19:23+01:00;48.9254069584,2.36444268376;Saint-Denis;
19037;Belleville - Porte des Lilas;OUI;32;29;2;0;2;OUI;OUI;2020-12-07T13:25:42+01:00;48.8766039189,2.40476969113;Paris;
11020;Belfort - Voltaire;OUI;39;28;9;4;5;OUI;OUI;2020-12-07T13:24:12+01:00;48.8563358,2.3829901;Paris;
6107;Place Alphonse Deville;OUI;23;3;19;16;3;OUI;OUI;2020-12-07T13:26:39+01:00;48.8501882627,2.32759617269;Paris;
44012;Génie - Mozart;OUI;19;17;2;0;2;OUI;OUI;2020-12-07T13:25:56+01:00;48.7949023812,2.37341836095;Vitry-sur-Seine;
15038;Place Adolphe Cherioux - Vaugirard;OUI;63;50;13;12;1;OUI;OUI;2020-12-07T13:24:33+01:00;48.839594428,2.30106577277;Paris;
10165;Gare de l'Est - Place du 11 Novembre 1918;OUI;40;35;6;3;3;OUI;OUI;2020-12-07T13:26:30+01:00;48.876327,2.3585464;Paris;
22005;Charles de Gaulle - Madrid;OUI;22;2;20;9;11;OUI;OUI;2020-12-07T13:25:37+01:00;48.8844322704,2.26080447435;Neuilly-sur-Seine;
31016;Lucie Aubrac - Franklin;OUI;36;27;9;4;5;OUI;OUI;2020-12-07T13:22:07+01:00;48.8622391601,2.44358628988;Montreuil;
19109;Tanger - Place du Maroc;OUI;19;15;4;1;3;OUI;OUI;2020-12-07T13:18:20+01:00;48.8862524447,2.36892968416;Paris;
51003;Hôtel de Ville d'Argenteuil;OUI;30;18;13;11;2;OUI;OUI;2020-12-07T13:26:27+01:00;48.946504,2.2496396;Argenteuil;
31019;Vincennes - Douy-Delcupe;OUI;38;35;3;2;1;OUI;OUI;2020-12-07T13:25:59+01:00;48.8549369216,2.43604928255;Montreuil;
12001;Bastille - Biscornet;OUI;62;6;56;51;5;OUI;OUI;2020-12-07T13:26:24+01:00;48.8513557796,2.36922003329;Paris;
17124;Porte de Saint-Ouen - Henri Huchard;OUI;26;11;15;9;6;OUI;OUI;2020-12-07T13:25:53+01:00;48.8987083664,2.32953608036;Paris;
8051;Batignolles - Rome;OUI;15;2;13;7;6;OUI;OUI;2020-12-07T13:26:01+01:00;48.8818233706,2.32025898993;Paris;
17027;Place du Maréchal Juin - Péreire;OUI;46;40;5;3;2;OUI;OUI;2020-12-07T13:21:08+01:00;48.885263,2.298286;Paris;
16004;Université Paris Dauphine;OUI;70;54;16;9;7;OUI;OUI;2020-12-07T13:24:03+01:00;48.87070784,2.27486561984;Paris;
22101;Gare Routière de Saint Cloud;OUI;31;1;30;18;12;OUI;OUI;2020-12-07T13:25:38+01:00;48.842881839,2.22224503756;Saint-Cloud;
14122;Colonel Monteil - Brune;OUI;19;19;0;0;0;OUI;OUI;2020-12-07T13:23:38+01:00;48.8265029331,2.30927479983;Paris;
1002;Victoria - Place du Chatelet;OUI;22;1;21;15;6;OUI;OUI;2020-12-07T13:24:52+01:00;48.8579925915,2.34691679478;Paris;
44102;Verdun - Adrien Damalix;OUI;26;21;5;5;0;OUI;OUI;2020-12-07T13:18:42+01:00;48.8222334179,2.42153283209;Saint-Maurice;
9115;Milton - Manuel;OUI;22;20;2;0;2;OUI;OUI;2020-12-07T13:25:13+01:00;48.878249,2.341181;Paris;
16123;Mahatma Gandhi;OUI;26;8;17;15;2;OUI;OUI;2020-12-07T13:21:31+01:00;48.876356,2.264205;Paris;
16032;Eglise d'Auteuil;OUI;21;9;11;3;8;OUI;OUI;2020-12-07T13:24:58+01:00;48.8474984177,2.26848387135;Paris;
19039;Edouard Pailleron - Simon Bolivar;OUI;24;22;2;1;1;OUI;OUI;2020-12-07T13:24:35+01:00;48.8797988605,2.37483926117;Paris;
22001;Château - Bineau;OUI;23;16;7;4;3;OUI;OUI;2020-12-07T13:25:38+01:00;48.8904040286,2.27010637522;Neuilly-sur-Seine;
18113;Lepic - Armée d'Orient;OUI;24;23;1;1;0;OUI;OUI;2020-12-07T13:22:42+01:00;48.8875364038,2.3343077302;Paris;
20021;Indre - Prairies;OUI;38;37;1;1;0;OUI;OUI;2020-12-07T13:17:20+01:00;48.8625439851,2.40329045802;Paris;
21003;Jean Jaurès - Jean Baptiste Clément;OUI;24;5;18;12;6;OUI;OUI;2020-12-07T13:26:42+01:00;48.8457626145,2.23696500063;Boulogne-Billancourt;
15032;Félix Faure - Lourmel;OUI;58;8;48;44;4;OUI;OUI;2020-12-07T13:24:41+01:00;48.8386890171,2.2818081826;Paris;
17047;Courcelles - Pierre Demours;OUI;26;21;5;4;1;OUI;OUI;2020-12-07T13:21:34+01:00;48.8837697333,2.29858466343;Paris;
19040;Belleville - Télégraphe;OUI;41;38;3;1;2;OUI;OUI;2020-12-07T13:25:34+01:00;48.8756045,2.3995549;Paris;
18025;Mairie du 18ème;OUI;40;35;3;0;3;OUI;OUI;2020-12-07T13:26:50+01:00;48.8929392969,2.34455108643;Paris;
26001;Gare d'Asnières sur Seine;OUI;24;9;15;12;3;OUI;OUI;2020-12-07T13:24:46+01:00;48.9063645922,2.28350669146;Asnières-sur-Seine;
17122;Bridaine - Lamandé;OUI;29;28;1;1;0;OUI;OUI;2020-12-07T13:21:46+01:00;48.8862074,2.3206239;Paris;
11040;Temple - Jean-Pierre Timbaud;OUI;36;20;15;12;3;OUI;OUI;2020-12-07T13:26:31+01:00;48.864465972,2.36605972052;Paris;
20027;Porte de Ménilmontant;OUI;15;14;1;0;1;OUI;OUI;2020-12-07T13:26:48+01:00;48.8691543609,2.40932246879;Paris;
17121;Square des Epinettes;OUI;20;15;5;2;3;OUI;OUI;2020-12-07T13:26:44+01:00;48.8938390978,2.32595399022;Paris;
9023;Laffitte - Italiens;OUI;33;0;33;27;6;OUI;OUI;2020-12-07T13:26:24+01:00;48.8718157374,2.33720154785;Paris;
47006;Les Planètes;OUI;16;3;13;5;8;OUI;OUI;2020-12-07T13:26:35+01:00;48.8099849921,2.45808530599;Maisons-Alfort;
15108;Lourmel - Marie Skobtsov;OUI;22;11;11;9;2;OUI;OUI;2020-12-07T13:26:34+01:00;48.844974,2.287283;Paris;
18109;Pajol - Riquet;OUI;47;45;2;1;1;OUI;OUI;2020-12-07T13:18:19+01:00;48.8896002813,2.36285347492;Paris;
11116;Faubourg St-Antoine - Place de la Nation;OUI;37;34;1;0;1;OUI;OUI;2020-12-07T13:23:53+01:00;48.8487659,2.3940436;Paris;
18029;Emile Blemont - Poteau;OUI;39;32;6;3;3;OUI;OUI;2020-12-07T13:25:31+01:00;48.8943782,2.3415122;Paris;
6016;Danton - Serpente;OUI;22;1;20;19;1;OUI;OUI;2020-12-07T13:26:46+01:00;48.8522973626,2.34141323715;Paris;
9031;Provence - Chaussée d'Antin;OUI;25;0;24;14;10;OUI;OUI;2020-12-07T13:26:43+01:00;48.8742844754,2.33297651156;Paris;
41204;République - Danton;OUI;20;19;1;0;1;OUI;OUI;2020-12-07T13:19:16+01:00;48.8524917218,2.46203452349;Fontenay-sous-Bois;
11006;Ledru-Rollin - Place du Père Chaillet;OUI;37;30;5;5;0;OUI;OUI;2020-12-07T13:23:52+01:00;48.8564337069,2.37902058776;Paris;
19009;Cité des Sciences et de l'Industrie;OUI;30;23;6;4;2;OUI;OUI;2020-12-07T13:23:50+01:00;48.8965957118,2.38459914923;Paris;
6030;Assas - Vaugirard;OUI;35;4;28;25;3;OUI;OUI;2020-12-07T13:26:31+01:00;48.8482741114,2.32924137264;Paris;
32017;Basilique;OUI;22;6;16;9;7;OUI;OUI;2020-12-07T13:23:25+01:00;48.9362689106,2.35886668202;Saint-Denis;
18023;Ordener - Poissonniers;OUI;35;32;1;1;0;OUI;OUI;2020-12-07T13:24:34+01:00;48.8912138908,2.35128866622;Paris;
17046;Mac-Mahon - Brey;OUI;25;12;12;7;5;OUI;OUI;2020-12-07T13:24:22+01:00;48.8775320841,2.29451253605;Paris;
31027;Place de la République;OUI;28;21;6;4;2;OUI;OUI;2020-12-07T13:23:44+01:00;48.852988,2.42467;Montreuil;
10020;Chabrol - d'Hauteville;OUI;11;1;10;7;3;OUI;OUI;2020-12-07T13:26:50+01:00;48.877018388,2.35131796449;Paris;
35017;Toffier Decaux - Cartier Bresson;OUI;15;11;4;0;4;OUI;OUI;2020-12-07T13:26:07+01:00;48.9016507255,2.40175455809;Pantin;
11041;Square Saint-Ambroise;OUI;43;36;4;3;1;OUI;OUI;2020-12-07T13:26:47+01:00;48.860934,2.375841;Paris;
9117;Bellefond - Maubeuge;OUI;31;29;2;2;0;OUI;OUI;2020-12-07T13:25:25+01:00;48.8782553976,2.34526421875;Paris;
19038;Lassus - Delouvain;OUI;20;17;3;2;1;OUI;OUI;2020-12-07T13:26:25+01:00;48.8755044846,2.38903273255;Paris;
35003;Gabrielle Josserand - Edouard Vaillant;OUI;25;22;3;2;1;OUI;OUI;2020-12-07T13:19:35+01:00;48.9027156626,2.39332705736;Pantin;
21703;Square du Carrefour de l'Insurrection;OUI;23;20;3;1;2;OUI;OUI;2020-12-07T13:23:43+01:00;48.8208645598,2.29111343622;Vanves;
21014;Hameau Fleuri - Marché;OUI;22;7;15;11;4;OUI;OUI;2020-12-07T13:19:43+01:00;48.8314488926,2.2412404418;Boulogne-Billancourt;
21706;Jean Bleuzen - Square du 11 Novembre;OUI;49;47;2;0;2;OUI;OUI;2020-12-07T13:25:41+01:00;48.8232579,2.2965213;Vanves;
14112;Méchain - Faubourg Saint-Jacques;OUI;16;11;4;4;0;OUI;OUI;2020-12-07T13:24:35+01:00;48.835867721,2.33798034198;Paris;
20118;Orteaux - Mouraud;OUI;24;21;3;1;2;OUI;OUI;2020-12-07T13:23:02+01:00;48.8555864285,2.40876290776;Paris;
47004;Stade Auguste Delaune;OUI;21;10;11;0;11;OUI;OUI;2020-12-07T13:21:45+01:00;48.8089637868,2.43452042341;Maisons-Alfort;
16021;François Ponsard - La Muette;OUI;23;20;3;1;2;OUI;OUI;2020-12-07T13:23:19+01:00;48.8583666,2.2744515;Paris;
18008;Square Léon;OUI;33;31;2;1;1;OUI;OUI;2020-12-07T13:25:27+01:00;48.8866739679,2.35320556909;Paris;
20023;Pelleport - Belgrand;OUI;15;14;1;0;1;OUI;OUI;2020-12-07T13:26:21+01:00;48.8650008185,2.40398083638;Paris;
21001;Transvaal - Charles de Gaulle;OUI;27;16;11;9;2;OUI;OUI;2020-12-07T13:24:37+01:00;48.8482804036,2.23734201209;Boulogne-Billancourt;
15035;Place Etienne Pernet;OUI;43;33;9;8;1;OUI;OUI;2020-12-07T13:25:07+01:00;48.8424345713,2.29218196124;Paris;
